   1.0934566e+00   1.0664084e+00   1.0247483e+00   1.1384978e+00   7.4414492e-01   1.2541995e+00   7.1764790e-01   1.5395403e+00   6.2830627e-01   1.5984157e+00   2.7728807e-01   1.5342798e+00   1.8132489e+00   1.4459557e+00   1.9554536e+00   1.3180693e+00   1.5496764e+00   1.4705575e+00   1.1535268e+00   1.4126582e+00   6.4416469e-01   1.1717184e-01   3.5878401e-01   1.9433308e+00   1.0132178e+00   1.7154255e+00   1.0350416e+00   7.0880043e-01   1.6771660e+00   3.3909580e-01   9.2818736e-01   1.9711313e+00   7.8229346e-01   1.1438406e+00   1.3584648e+00   9.3919543e-01   4.3640161e-01   9.9247580e-01   3.8962582e-01   1.6327210e+00   1.2300131e+00   4.0749160e-01   4.1153394e-01   1.2577315e+00   2.2181299e+00   1.3839447e+00   1.7060266e+00   2.2357961e-01   1.4627092e+00   1.2509275e+00   1.3531375e+00   1.2699167e+00   6.0776585e-01   6.1232363e-01   2.2635238e-01   1.1853572e+00   1.4666496e+00   5.5893555e-01   9.3302264e-01   1.0574527e+00   1.6778726e+00   7.9857734e-01  -4.5476642e-01   1.3589579e+00
   9.6307236e-01   2.2492122e+00   7.8588412e-01   1.6669369e+00   2.7626150e-01   3.7458796e-01   2.8116273e-01   3.1210549e-01  -2.0856726e-02   1.4407368e+00   1.7623790e+00   5.8577337e-01   9.5784588e-01   1.3499738e+00   9.0308801e-01   1.1081467e+00   2.4594744e-01  -6.6075440e-01   1.7346635e+00   4.5143868e-01   1.0695439e+00   9.0744676e-01  -2.6689627e-01   2.1826160e+00   1.9219838e+00   1.2985952e+00  -5.6584288e-01   8.9017969e-01   3.9142245e-01   1.4665173e+00   1.6420267e+00   1.1579941e+00   1.3547697e+00   1.8079150e+00   5.1592649e-01   2.1322405e+00   1.4001621e+00   1.4819715e+00   1.7743367e+00   1.2627290e+00   9.3413140e-01   2.1679308e+00   1.2887908e+00   4.5507107e-01   8.2663201e-01   1.2122866e+00   1.6439374e+00  -4.3302548e-01   4.5162119e-01   1.5394976e+00   1.7356920e+00   1.6696638e-01   9.9125565e-01   7.0756945e-01   5.1937051e-01   1.4199184e+00   4.8264380e-01   1.5813025e+00   8.4638546e-01   1.3222812e+00   1.2936108e+00   6.2009723e-01   1.5387448e+00   8.0057519e-01
   1.5753920e+00   1.2044162e+00   1.9957671e+00   2.0896486e+00   6.1478196e-01   2.7336919e-01  -1.8452551e-01   1.9520194e+00   8.0060707e-01   2.0654495e+00   1.2225625e+00   1.3907218e+00   1.9286934e+00   8.7043058e-01   1.1095937e+00   5.5072091e-01   6.3233122e-01   1.9638373e+00   1.1920682e+00   1.2575950e+00   1.5463485e+00   8.6419805e-01   6.2325927e-03   3.2637928e-01   2.2934978e+00   1.3033035e+00   1.2844590e+00   1.0943546e+00  -2.9883077e-01   1.3248425e+00   1.4255248e+00   7.2713857e-01   9.6417195e-01   1.3265235e+00   1.0970860e+00  -4.0332233e-01   1.3096820e+00   5.4741219e-01   8.6329728e-01   6.2403736e-01   1.5026181e+00   1.5612339e+00   4.2534069e-01   2.1079675e+00   1.1487517e+00   6.8051966e-01   1.1740079e+00   6.8480385e-01   1.6881850e+00   8.4268701e-01   5.9838172e-01   1.7388539e+00   1.2617703e+00   5.4853198e-01   3.3284948e-01   5.5847130e-01   1.0492292e+00   6.7827702e-01   2.3092994e-01   7.8884135e-01   1.5608363e+00   1.5162864e+00  -5.4013460e-01   8.9353474e-01
   7.6636611e-01  -3.9377935e-01   1.1166936e+00   1.6343808e+00   7.6257795e-01   7.1062503e-01   2.0626450e+00   8.2631814e-01   1.2085292e+00   2.8834161e-01  -2.9845844e-01  -7.7601843e-01  -1.6445354e-01   2.0002314e-01   7.3431464e-01   1.0751228e+00   1.2636183e+00   1.0186149e+00   2.4572811e-01   1.9903546e+00   1.7567864e+00   1.8225841e+00   4.5618807e-01   9.9470098e-01   1.2755001e+00   1.2277348e+00   1.3572815e+00   8.4709085e-01   7.4576508e-02  -2.7959184e-01   1.5637663e+00   1.1949427e+00   1.1206545e+00   2.5211125e+00   6.8819762e-01   1.7031076e+00   1.0013790e+00   7.4438937e-01   1.2787727e+00   1.1842864e+00   9.8045602e-01   2.7043553e+00   5.4851448e-01   1.2052724e+00   1.6543134e+00   1.3610937e+00   1.0175527e+00  -5.6931258e-02   1.3050456e+00   1.1533839e+00   9.9672783e-01   8.3425934e-01   1.4135267e+00   6.7236094e-01   8.5416927e-02   1.6423131e-01   1.9665362e+00   4.5838208e-02   1.6670337e+00   8.2907384e-01   1.3922766e+00   2.1211117e-01   1.9380394e+00   1.6319676e+00
   1.8245511e+00  -4.0675028e-02   1.7017796e+00   2.2182224e+00   5.8386868e-01   1.2934233e+00   1.5354569e-01  -1.1324755e-01   8.2421550e-01   5.3512755e-01   1.3118761e-01  -1.2257192e+00  -6.7665483e-01  -4.3597806e-01   1.5632247e+00   9.5983829e-01   1.2627508e+00   1.5167453e+00   1.1322240e+00   1.3736606e+00   5.6123769e-01   1.4936599e+00   1.9452585e-01   1.1415709e+00   9.4201471e-01   1.6031999e+00   1.3013108e+00   1.3929249e-01   1.5821769e+00   1.9493985e+00   1.2015536e+00   7.9265511e-01   1.5352518e-01   1.5554360e+00   1.1099666e+00   3.0348946e-01   1.8572770e+00   4.8446565e-01   5.3871813e-01  -2.1620011e-01   8.4855955e-01   2.2537141e+00   4.1303752e-01   7.6624120e-01  -2.8792823e-01   2.2940437e+00   1.0695642e+00   1.4427907e+00   1.5516171e+00   5.6823809e-01  -1.7474350e-01   7.0824182e-01   1.0116741e+00   1.4709490e+00   1.4039209e+00   1.1762304e+00   1.2305875e+00  -5.5874150e-03   2.3883351e+00   5.5312871e-01   1.4690797e+00   1.3672497e+00   1.3649679e+00   4.8488171e-01
   1.4277039e+00   6.5496211e-01   3.7229216e-01   1.6774816e+00   1.0897510e+00   1.2181961e+00   5.5288184e-01   1.6855326e+00   7.0402992e-02   3.3146052e-01   2.5375983e-01   1.0727732e+00   2.8997164e-01   9.7959347e-01  -2.6533460e-02   1.1088156e+00   9.2479278e-01   1.2685418e+00   1.3964216e+00   2.4905827e-01   2.2556222e+00   1.0770663e+00   1.3458160e+00   2.2132582e-01   5.2736207e-01   2.0431830e+00   6.2540506e-01   8.0406503e-01   1.7783811e+00  -5.8082316e-01   6.1862182e-01   2.1015865e+00   3.1320789e+00   1.0240349e+00   4.6694886e-01   3.8436665e-01   9.1276550e-01   4.2383406e-01   2.0739713e+00   3.2977872e-01   4.8332497e-01   8.6587050e-01   1.8851087e+00   2.0485637e+00   4.1030633e-01   1.2763622e+00   1.1598853e+00   1.9753637e+00   1.6149743e+00   6.6239926e-02   1.7866469e+00   1.3630639e+00  -2.5836161e-01   1.2705373e+00   8.0034768e-01   1.2215434e+00   6.9480457e-01  -6.3924192e-01  -4.9515704e-01   1.0795760e+00   1.6510862e+00   8.8366582e-01   2.0763741e+00   5.5731790e-01
   5.8757169e-01   7.1166160e-01   2.7094319e-01   5.0280346e-02   1.2191624e+00   1.6282138e+00   2.0144927e+00   2.4649489e+00   2.0905381e+00  -1.2276959e-01   4.4865355e-01   1.1206515e-01   6.5205561e-01  -5.9942202e-02   1.1282334e+00   1.0433796e+00   1.2812614e+00   5.2144282e-01   1.4687407e+00   9.8438812e-01   1.1682690e+00   1.0269372e+00   1.4074709e+00   2.7578834e-01   1.5311391e+00   1.9605905e+00   7.9058177e-01   1.7265295e+00   1.1688137e+00  -8.9853806e-02   1.3957042e+00   9.7397598e-01   2.2988768e+00   2.0054680e+00  -2.9360983e-01   1.8158937e+00   7.1840658e-01   1.2405180e+00   9.0309891e-01   1.1847899e+00   1.2426184e+00   8.8751533e-01   1.2688115e+00   1.9656743e-01   1.0739869e+00   1.0173870e+00   1.0198097e+00   4.8609474e-01   1.4461542e+00   1.2848631e+00   1.2358984e+00   1.7784336e+00   2.6082569e-01   4.7113269e-01   2.3815400e+00   1.4907960e+00   1.5400928e+00   5.3125990e-01   3.3101180e-01   1.3797171e-01   1.5994978e+00   7.9345633e-01   7.2401243e-01  -3.1185333e-01
   1.4612530e+00   4.6786771e-01   8.2664352e-01   1.0769207e+00   1.7097064e+00   8.2153146e-01   1.7382960e+00   8.3253833e-01   9.7197678e-01   9.7679549e-01  -5.7436771e-01  -4.4290714e-01   3.5622365e-01   2.2670647e+00   1.7923222e+00   5.7816717e-01  -5.5180784e-02   1.5325999e+00   6.5164800e-01   1.3736898e+00   6.9843160e-01   1.8728825e+00  -1.3214867e+00   1.3771173e+00   5.0486636e-01   2.0700693e+00   1.6104228e-01  -5.6593856e-01  -1.1438784e+00  -4.5851300e-01   1.4536238e+00   2.2890768e+00   2.2212422e+00   7.2098608e-01   2.3913460e-01   5.1495574e-01  -4.2207121e-01   5.5719705e-01   4.9579270e-01   1.2566549e+00   1.3488989e+00   1.1922252e+00   1.2810316e+00   1.8589529e+00   4.9254637e-01   1.3826408e+00   2.2640163e+00   1.7428084e+00   9.5456226e-01   2.7772846e-01   7.5778400e-01   1.4727820e+00  -9.3164553e-02   1.0093822e-01   3.9005802e-01   1.8924642e+00  -6.0085982e-01   6.6711535e-01   6.0840492e-01   1.5692395e+00  -7.1316291e-01   1.6375956e+00   1.1656232e+00  -9.3571704e-01
   1.9185879e+00   6.9526582e-01   6.5100588e-01   1.3631144e+00   1.1469083e+00   1.3286059e+00   6.7825442e-01   5.9686779e-01   1.5589196e+00   9.7652108e-01  -2.1209613e-01  -3.2433540e-02   1.2973519e+00   5.5687044e-01   1.2824768e+00   1.7151452e+00  -4.7883899e-01   6.5231495e-01   2.3428303e+00   1.6113331e+00  -6.1017024e-01   5.2623749e-01   9.5877000e-01  -8.9307676e-02  -4.7566602e-01  -2.0734505e+00   1.4292808e+00   1.3272344e+00   1.4268458e+00   1.4132573e+00   6.4798187e-01   2.0782332e+00   1.1161142e+00  -3.9205616e-01   1.3745181e+00  -5.8425710e-01  -6.3949628e-01   9.3514240e-01   7.0889804e-01   1.2361182e+00   1.1593971e+00   1.2124913e+00   1.4318510e+00   8.3192100e-01  -2.4187735e-01   1.2603745e+00   1.8501742e+00   1.6974801e+00   5.5017680e-01  -7.1081499e-01  -6.2690138e-02   1.1517210e+00   5.5458416e-01   1.0195471e+00   4.9631255e-01   1.6692951e+00   9.7948954e-01   1.1373342e+00   7.1805932e-01   7.3516859e-01   1.1459843e+00   1.7539995e+00   1.6262812e+00   2.1155639e+00
   1.9180343e+00   1.0683313e+00   1.2666209e+00   1.5208866e+00   1.1223981e+00   1.3728041e+00   8.2972167e-01   1.5950475e+00   5.1788298e-01   1.7584806e+00  -2.1317218e-01  -8.4710930e-01   4.0070680e-01   1.6311701e+00   1.4013754e+00   4.6787121e-01   2.0682775e+00   1.7751043e+00   5.8294605e-01   1.3287787e+00   1.5161132e+00   1.9663436e+00   1.7991656e+00   2.1307825e-01   3.0581975e-01   4.4903463e-01   1.1809637e+00   1.2200553e+00   1.0792078e+00   1.2175123e+00   9.8385104e-01   1.4365490e+00   5.9451663e-01   1.3047858e+00   1.1383048e+00   1.5317106e-01   1.2688955e-01   2.7902325e-01   5.1687625e-02   4.6104355e-01  -4.9800540e-01   7.9582355e-01   2.5505995e-01   1.6694061e+00   9.2294680e-01   2.0203755e+00   1.0033476e+00  -6.6551021e-01   9.1822095e-01   5.8367692e-01   9.0784191e-01   1.5678091e+00   1.1337673e+00   1.2056473e+00   8.5277040e-01   1.2308629e+00   1.3512577e+00   9.3954056e-01   1.3761143e+00   1.4563986e+00   1.2173916e+00   1.2280625e-02   1.0181137e+00   9.8490842e-01
